"","yr","mm","dd","hr","mn","wdir_deg_t","wspd_m_s","pres_h_pa","atmp_deg_c","wtmp_deg_c","date","submission_id","common_name","scientific_name","taxonomic_order","count","state_province","county","location_id","location","latitude","longitude","time","protocol","duration_min","all_obs_reported","distance_traveled_km","area_covered_ha","number_of_observers","breeding_code","observation_details","checklist_comments","ml_catalog_numbers","wspd_mph","beaufort_ws","comp_dir","day_time","count2"
"1009",2015,12,"08","14","06",NA,3.1,1022.6,12.7,15.2,2015-12-08,"S34575550","Pacific Loon","Gavia pacifica",6852,101,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,6.9347,"2",NA,2015-12-08 14:00:00,101
"1010",2015,12,"08","15","06",NA,4.1,1022.6,13,15.1,2015-12-08,"S34575551","Surf Scoter","Melanitta perspicillata",703,5,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-08 15:00:00,5
"1011",2015,12,"08","15","06",NA,4.1,1022.6,13,15.1,2015-12-08,"S34575551","Pacific Loon","Gavia pacifica",6852,22,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-08 15:00:00,22
"1012",2015,12,"08","16","06",NA,4.1,1023,13.4,15.1,2015-12-08,"S34575553","Surf Scoter","Melanitta perspicillata",703,11,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-08 16:00:00,11
"1013",2015,12,"08","16","06",NA,4.1,1023,13.4,15.1,2015-12-08,"S34575553","Pacific Loon","Gavia pacifica",6852,32,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-08 16:00:00,32
"1014",2015,12,"09","06","06",NA,1,1021.4,14.7,15.1,2015-12-09,"S34575554","Surf Scoter","Melanitta perspicillata",703,10,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:45:00,"eBird - Stationary Count",15,1,NA,NA,2,NA,NA,"BS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,2.237,"1",NA,2015-12-09 06:00:00,10
"1015",2015,12,"09","06","06",NA,1,1021.4,14.7,15.1,2015-12-09,"S34575554","Pacific Loon","Gavia pacifica",6852,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,06:45:00,"eBird - Stationary Count",15,1,NA,NA,2,NA,NA,"BS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,2.237,"1",NA,2015-12-09 06:00:00,1
"1016",2015,12,"09","07","06",NA,1,1021.2,14.7,15.1,2015-12-09,"S34575556","Surf Scoter","Melanitta perspicillata",703,78,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,07:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"Gray Whale BS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,2.237,"1",NA,2015-12-09 07:00:00,78
"1017",2015,12,"09","07","06",NA,1,1021.2,14.7,15.1,2015-12-09,"S34575556","Red-throated Loon","Gavia stellata",6848,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,07:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"Gray Whale BS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,2.237,"1",NA,2015-12-09 07:00:00,1
"1018",2015,12,"09","07","06",NA,1,1021.2,14.7,15.1,2015-12-09,"S34575556","Pacific Loon","Gavia pacifica",6852,58,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,07:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"Gray Whale BS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,2.237,"1",NA,2015-12-09 07:00:00,58
"1019",2015,12,"09","08","06",NA,3.1,1020.9,14.8,15.1,2015-12-09,"S34575557","Surf Scoter","Melanitta perspicillata",703,19,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"BS CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,6.9347,"2",NA,2015-12-09 08:00:00,19
"1020",2015,12,"09","08","06",NA,3.1,1020.9,14.8,15.1,2015-12-09,"S34575557","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"BS CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,6.9347,"2",NA,2015-12-09 08:00:00,2
"1021",2015,12,"09","08","06",NA,3.1,1020.9,14.8,15.1,2015-12-09,"S34575557","Pacific Loon","Gavia pacifica",6852,106,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"BS CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,6.9347,"2",NA,2015-12-09 08:00:00,106
"1022",2015,12,"09","09","06",NA,2.6,1020.7,14.3,15.1,2015-12-09,"S34575559","Surf Scoter","Melanitta perspicillata",703,32,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 09:00:00,32
"1023",2015,12,"09","09","06",NA,2.6,1020.7,14.3,15.1,2015-12-09,"S34575559","Red-throated Loon","Gavia stellata",6848,8,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 09:00:00,8
"1024",2015,12,"09","09","06",NA,2.6,1020.7,14.3,15.1,2015-12-09,"S34575559","Pacific Loon","Gavia pacifica",6852,59,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 09:00:00,59
"1025",2015,12,"09","10","06",NA,2.6,1020.8,14.3,15.1,2015-12-09,"S34575561","Surf Scoter","Melanitta perspicillata",703,44,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 10:00:00,44
"1026",2015,12,"09","10","06",NA,2.6,1020.8,14.3,15.1,2015-12-09,"S34575561","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 10:00:00,2
"1027",2015,12,"09","10","06",NA,2.6,1020.8,14.3,15.1,2015-12-09,"S34575561","Pacific Loon","Gavia pacifica",6852,50,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"CM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-09 10:00:00,50
"1028",2015,12,"09","11","06",NA,3.6,1020.9,14.1,15.1,2015-12-09,"S34575563","Surf Scoter","Melanitta perspicillata",703,6,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"add bbpl to prev CM RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 11:00:00,6
"1029",2015,12,"09","11","06",NA,3.6,1020.9,14.1,15.1,2015-12-09,"S34575563","Red-throated Loon","Gavia stellata",6848,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"add bbpl to prev CM RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 11:00:00,1
"1030",2015,12,"09","11","06",NA,3.6,1020.9,14.1,15.1,2015-12-09,"S34575563","Pacific Loon","Gavia pacifica",6852,64,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"add bbpl to prev CM RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 11:00:00,64
"1031",2015,12,"09","12","06",NA,3.6,1020.3,13,15.1,2015-12-09,"S34575564","Surf Scoter","Melanitta perspicillata",703,13,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 12:00:00,13
"1032",2015,12,"09","12","06",NA,3.6,1020.3,13,15.1,2015-12-09,"S34575564","Pacific Loon","Gavia pacifica",6852,102,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 12:00:00,102
"1033",2015,12,"09","13","06",NA,4.1,1019.7,13.7,15.1,2015-12-09,"S34575566","Surf Scoter","Melanitta perspicillata",703,4,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-09 13:00:00,4
"1034",2015,12,"09","13","06",NA,4.1,1019.7,13.7,15.1,2015-12-09,"S34575566","Red-throated Loon","Gavia stellata",6848,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-09 13:00:00,1
"1035",2015,12,"09","13","06",NA,4.1,1019.7,13.7,15.1,2015-12-09,"S34575566","Pacific Loon","Gavia pacifica",6852,89,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,9.1717,"3",NA,2015-12-09 13:00:00,89
"1036",2015,12,"09","14","06",NA,3.6,1020.2,13.6,15.1,2015-12-09,"S34575567","Surf Scoter","Melanitta perspicillata",703,8,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS  <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 14:00:00,8
"1037",2015,12,"09","14","06",NA,3.6,1020.2,13.6,15.1,2015-12-09,"S34575567","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS  <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 14:00:00,2
"1038",2015,12,"09","14","06",NA,3.6,1020.2,13.6,15.1,2015-12-09,"S34575567","Pacific Loon","Gavia pacifica",6852,193,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS  <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,8.0532,"3",NA,2015-12-09 14:00:00,193
"1039",2015,12,"09","15","06",NA,4.6,1020.5,12.8,15.1,2015-12-09,"S34575568","Surf Scoter","Melanitta perspicillata",703,5,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,10.2902,"3",NA,2015-12-09 15:00:00,5
"1040",2015,12,"09","15","06",NA,4.6,1020.5,12.8,15.1,2015-12-09,"S34575568","Red-throated Loon","Gavia stellata",6848,3,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,10.2902,"3",NA,2015-12-09 15:00:00,3
"1041",2015,12,"09","15","06",NA,4.6,1020.5,12.8,15.1,2015-12-09,"S34575568","Pacific Loon","Gavia pacifica",6852,222,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,10.2902,"3",NA,2015-12-09 15:00:00,222
"1042",2015,12,"09","16","06",NA,5.1,1021,12.3,15.1,2015-12-09,"S34575569","Surf Scoter","Melanitta perspicillata",703,16,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,11.4087,"3",NA,2015-12-09 16:00:00,16
"1043",2015,12,"09","16","06",NA,5.1,1021,12.3,15.1,2015-12-09,"S34575569","Red-throated Loon","Gavia stellata",6848,1,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,11.4087,"3",NA,2015-12-09 16:00:00,1
"1044",2015,12,"09","16","06",NA,5.1,1021,12.3,15.1,2015-12-09,"S34575569","Pacific Loon","Gavia pacifica",6852,62,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,11.4087,"3",NA,2015-12-09 16:00:00,62
"1045",2015,12,"10","07","06",NA,2.6,1016.9,14.9,15.3,2015-12-10,"S34575571","Surf Scoter","Melanitta perspicillata",703,20,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,07:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"rain, vis greatly reduced to between outer rocks and buoy (the latter not visible) <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-10 07:00:00,20
"1046",2015,12,"10","07","06",NA,2.6,1016.9,14.9,15.3,2015-12-10,"S34575571","Pacific Loon","Gavia pacifica",6852,15,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,07:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"rain, vis greatly reduced to between outer rocks and buoy (the latter not visible) <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,5.8162,"2",NA,2015-12-10 07:00:00,15
"1047",2015,12,"10","08","06",NA,5.1,1017,14.9,15.3,2015-12-10,"S34575573","Surf Scoter","Melanitta perspicillata",703,9,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"periods of heavier rain with worse vis<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,11.4087,"3",NA,2015-12-10 08:00:00,9
"1048",2015,12,"10","08","06",NA,5.1,1017,14.9,15.3,2015-12-10,"S34575573","Pacific Loon","Gavia pacifica",6852,32,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,08:00:00,"eBird - Stationary Count",60,1,NA,NA,1,NA,NA,"periods of heavier rain with worse vis<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,11.4087,"3",NA,2015-12-10 08:00:00,32
"1049",2015,12,"10","09","06",NA,6.2,1015.8,15.1,15.3,2015-12-10,"S34575574","Surf Scoter","Melanitta perspicillata",703,11,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,13.8694,"4",NA,2015-12-10 09:00:00,11
"1050",2015,12,"10","09","06",NA,6.2,1015.8,15.1,15.3,2015-12-10,"S34575574","Red-throated Loon","Gavia stellata",6848,13,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,13.8694,"4",NA,2015-12-10 09:00:00,13
"1051",2015,12,"10","09","06",NA,6.2,1015.8,15.1,15.3,2015-12-10,"S34575574","Pacific Loon","Gavia pacifica",6852,1270,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,09:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,13.8694,"4",NA,2015-12-10 09:00:00,1270
"1052",2015,12,"10","10","06",NA,6.7,1015.7,15.2,15.4,2015-12-10,"S34575577","Surf Scoter","Melanitta perspicillata",703,125,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"RS BM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,14.9879,"4",NA,2015-12-10 10:00:00,125
"1053",2015,12,"10","10","06",NA,6.7,1015.7,15.2,15.4,2015-12-10,"S34575577","Red-throated Loon","Gavia stellata",6848,9,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"RS BM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,14.9879,"4",NA,2015-12-10 10:00:00,9
"1054",2015,12,"10","10","06",NA,6.7,1015.7,15.2,15.4,2015-12-10,"S34575577","Pacific Loon","Gavia pacifica",6852,785,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,10:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"RS BM <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,14.9879,"4",NA,2015-12-10 10:00:00,785
"1055",2015,12,"10","11","06",NA,8.2,1014.1,15.1,15.4,2015-12-10,"S34575578","Surf Scoter","Melanitta perspicillata",703,44,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 11:00:00,44
"1056",2015,12,"10","11","06",NA,8.2,1014.1,15.1,15.4,2015-12-10,"S34575578","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 11:00:00,2
"1057",2015,12,"10","11","06",NA,8.2,1014.1,15.1,15.4,2015-12-10,"S34575578","Pacific Loon","Gavia pacifica",6852,1261,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,11:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 11:00:00,1261
"1058",2015,12,"10","12","06",NA,8.8,1013,15.7,15.4,2015-12-10,"S34575579","Surf Scoter","Melanitta perspicillata",703,20,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 12:00:00,20
"1059",2015,12,"10","12","06",NA,8.8,1013,15.7,15.4,2015-12-10,"S34575579","Red-throated Loon","Gavia stellata",6848,28,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 12:00:00,28
"1060",2015,12,"10","12","06",NA,8.8,1013,15.7,15.4,2015-12-10,"S34575579","Pacific Loon","Gavia pacifica",6852,731,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,12:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS<br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 12:00:00,731
"1061",2015,12,"10","13","06",NA,8.8,1012.5,16.1,15.4,2015-12-10,"S34575580","Surf Scoter","Melanitta perspicillata",703,52,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS add 1 blbr to prev <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 13:00:00,52
"1062",2015,12,"10","13","06",NA,8.8,1012.5,16.1,15.4,2015-12-10,"S34575580","Red-throated Loon","Gavia stellata",6848,18,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS add 1 blbr to prev <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 13:00:00,18
"1063",2015,12,"10","13","06",NA,8.8,1012.5,16.1,15.4,2015-12-10,"S34575580","Pacific Loon","Gavia pacifica",6852,324,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,13:00:00,"eBird - Stationary Count",60,1,NA,NA,4,NA,NA,"BS PF RS add 1 blbr to prev <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,19.6856,"5",NA,2015-12-10 13:00:00,324
"1064",2015,12,"10","14","06",NA,9.3,1012.9,15.4,15.4,2015-12-10,"S34575581","Surf Scoter","Melanitta perspicillata",703,25,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,20.8041,"5",NA,2015-12-10 14:00:00,25
"1065",2015,12,"10","14","06",NA,9.3,1012.9,15.4,15.4,2015-12-10,"S34575581","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,20.8041,"5",NA,2015-12-10 14:00:00,2
"1066",2015,12,"10","14","06",NA,9.3,1012.9,15.4,15.4,2015-12-10,"S34575581","Pacific Loon","Gavia pacifica",6852,152,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,14:00:00,"eBird - Stationary Count",60,1,NA,NA,3,NA,NA,"PF RS <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,20.8041,"5",NA,2015-12-10 14:00:00,152
"1067",2015,12,"10","15","06",NA,10.3,1012.4,15.3,15.3,2015-12-10,"S34575582","Surf Scoter","Melanitta perspicillata",703,49,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF Gray Whale <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,23.0411,"5",NA,2015-12-10 15:00:00,49
"1068",2015,12,"10","15","06",NA,10.3,1012.4,15.3,15.3,2015-12-10,"S34575582","Red-throated Loon","Gavia stellata",6848,6,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF Gray Whale <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,23.0411,"5",NA,2015-12-10 15:00:00,6
"1069",2015,12,"10","15","06",NA,10.3,1012.4,15.3,15.3,2015-12-10,"S34575582","Pacific Loon","Gavia pacifica",6852,118,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,15:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF Gray Whale <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,23.0411,"5",NA,2015-12-10 15:00:00,118
"1070",2015,12,"10","16","06",NA,8.2,1013.3,15.2,15.2,2015-12-10,"S34575583","Surf Scoter","Melanitta perspicillata",703,48,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 16:00:00,48
"1071",2015,12,"10","16","06",NA,8.2,1013.3,15.2,15.2,2015-12-10,"S34575583","Red-throated Loon","Gavia stellata",6848,2,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 16:00:00,2
"1072",2015,12,"10","16","06",NA,8.2,1013.3,15.2,15.2,2015-12-10,"S34575583","Pacific Loon","Gavia pacifica",6852,31,"US-CA","Monterey","L109309","Pt. Pinos--seawatch only",36.6373821,-121.9357538,16:00:00,"eBird - Stationary Count",60,1,NA,NA,2,NA,NA,"PF <br />Submitted from eBird for iOS, version 1.1.3 Build 30",NA,18.3434,"5",NA,2015-12-10 16:00:00,31
